,"unpruned, random","unpruned, min_fill","unpruned, min_degree","pruned, random","pruned, min_fill","pruned, min_degree"
0,0.12500643730163574,0.07261037826538086,0.07280278205871582,0.04686427116394043,0.046862125396728516,0.05556821823120117
1,0.15624642372131348,0.07319879531860352,0.06981301307678223,0.0468597412109375,0.031243324279785156,0.051199913024902344
2,0.1249399185180664,0.062483787536621094,0.07081198692321777,0.03124237060546875,0.05285525321960449,0.039559125900268555
3,0.08451962471008301,0.07807326316833496,0.06981277465820312,0.04685854911804199,0.03228116035461426,0.06248831748962402
4,0.09641766548156738,0.0624847412109375,0.07181096076965332,0.04687166213989258,0.05019378662109375,0.06256699562072754
5,0.09372735023498535,0.0781404972076416,0.07180380821228027,0.046864986419677734,0.03070378303527832,0.04687309265136719
6,0.14737248420715332,0.062485456466674805,0.07081127166748047,0.03123950958251953,0.04683232307434082,0.07810211181640625
7,0.10934209823608398,0.07826018333435059,0.07380533218383789,0.04687333106994629,0.04686403274536133,0.046868324279785156
8,0.10934638977050781,0.07811212539672852,0.07383537292480469,0.06264162063598633,0.04686307907104492,0.04689669609069824
9,0.12497591972351074,0.09163856506347656,0.07376885414123535,0.04690694808959961,0.04689621925354004,0.0624537467956543
10,0.07842278480529785,0.05791139602661133,0.0738370418548584,0.052340030670166016,0.05094337463378906,0.04689359664916992
11,0.09372544288635254,0.07810306549072266,0.07280421257019043,0.03201007843017578,0.04418635368347168,0.04686546325683594
12,0.09373259544372559,0.07860708236694336,0.0757608413696289,0.04945707321166992,0.03663039207458496,0.0650339126586914
13,0.11809229850769043,0.08141541481018066,0.06881856918334961,0.0628366470336914,0.04690074920654297,0.05190730094909668
14,0.09819149971008301,0.06548833847045898,0.07180547714233398,0.04686689376831055,0.046861886978149414,0.048947811126708984
15,0.07810592651367188,0.09376215934753418,0.07181072235107422,0.04686260223388672,0.031241655349731445,0.04686403274536133
16,0.13004541397094727,0.07807683944702148,0.07184052467346191,0.04686450958251953,0.04686689376831055,0.07810330390930176
17,0.1060938835144043,0.07810544967651367,0.07476687431335449,0.048551321029663086,0.0468602180480957,0.04689741134643555
18,0.10934853553771973,0.07813811302185059,0.06981158256530762,0.04448080062866211,0.04686617851257324,0.06513786315917969
19,0.09959220886230469,0.07807421684265137,0.0688166618347168,0.03847026824951172,0.04686379432678223,0.053667545318603516
20,0.07253718376159668,0.07810592651367188,0.07380294799804688,0.046903133392333984,0.04686450958251953,0.04361081123352051
21,0.07807254791259766,0.06252050399780273,0.07025504112243652,0.046860694885253906,0.031245708465576172,0.04686284065246582
22,0.0781407356262207,0.06888031959533691,0.06249189376831055,0.04686546325683594,0.06280779838562012,0.06248164176940918
23,0.06922483444213867,0.0964348316192627,0.0781404972076416,0.04686093330383301,0.04687070846557617,0.04686379432678223
24,0.06519222259521484,0.07814240455627441,0.06248307228088379,0.03124260902404785,0.04690217971801758,0.0468297004699707
25,0.10934734344482422,0.07807230949401855,0.08595943450927734,0.046866416931152344,0.05284595489501953,0.06252074241638184
26,0.09376215934753418,0.07616090774536133,0.0695486068725586,0.04686403274536133,0.05019664764404297,0.046860694885253906
27,0.07623004913330078,0.05560922622680664,0.05588841438293457,0.04686117172241211,0.0463261604309082,0.062488555908203125
28,0.07115936279296875,0.0781090259552002,0.0781092643737793,0.046863555908203125,0.04686760902404785,0.06244921684265137
29,0.06251883506774902,0.0781402587890625,0.07810783386230469,0.046865224838256836,0.046863555908203125,0.0784444808959961
30,0.07811260223388672,0.06271219253540039,0.062482595443725586,0.04686307907104492,0.03123950958251953,0.053580284118652344
31,0.07810187339782715,0.07814216613769531,0.07810664176940918,0.03124523162841797,0.04686546325683594,0.06527018547058105
32,0.09372711181640625,0.062480926513671875,0.07807350158691406,0.057558298110961914,0.05871415138244629,0.06252670288085938
33,0.10947203636169434,0.0781095027923584,0.0781402587890625,0.04485797882080078,0.044664859771728516,0.07055091857910156
34,0.0624847412109375,0.06244826316833496,0.06716179847717285,0.031714677810668945,0.043929100036621094,0.045345306396484375
35,0.11567997932434082,0.07965469360351562,0.06567001342773438,0.0469059944152832,0.03123927116394043,0.062483787536621094
36,0.06515216827392578,0.06982755661010742,0.07814574241638184,0.04686117172241211,0.04686474800109863,0.06497836112976074
37,0.07810497283935547,0.06248760223388672,0.07810759544372559,0.04916644096374512,0.04686427116394043,0.04390859603881836
38,0.0781106948852539,0.0624845027923584,0.062491655349731445,0.04475975036621094,0.04686236381530762,0.06249284744262695
39,0.09473085403442383,0.07810664176940918,0.08329582214355469,0.03124260902404785,0.04686450958251953,0.04686284065246582
40,0.08397507667541504,0.06955671310424805,0.07026886940002441,0.05431199073791504,0.046864986419677734,0.06248593330383301
41,0.09405088424682617,0.06645750999450684,0.05754852294921875,0.04423069953918457,0.046863555908203125,0.046863555908203125
42,0.09372448921203613,0.058255910873413086,0.07810354232788086,0.03301811218261719,0.03124070167541504,0.06251955032348633
43,0.09372878074645996,0.06251955032348633,0.06248736381530762,0.0468287467956543,0.04686260223388672,0.046863555908203125
44,0.09396171569824219,0.07810664176940918,0.07810640335083008,0.03124403953552246,0.04686689376831055,0.04686403274536133
45,0.07811164855957031,0.06293559074401855,0.06277084350585938,0.04686403274536133,0.046868324279785156,0.06248807907104492
46,0.09849309921264648,0.06252264976501465,0.07810735702514648,0.04686474800109863,0.046857595443725586,0.04686117172241211
47,0.0813148021697998,0.062486886978149414,0.07810664176940918,0.031241655349731445,0.04698896408081055,0.04686379432678223
48,0.06255984306335449,0.0781099796295166,0.06689286231994629,0.04689788818359375,0.043892621994018555,0.05384087562561035
49,0.07807254791259766,0.062448740005493164,0.06516551971435547,0.04686427116394043,0.04376864433288574,0.04852008819580078
50,0.09372925758361816,0.07268166542053223,0.07811427116394043,0.03124237060546875,0.031241893768310547,0.03240370750427246
51,0.07273030281066895,0.061025142669677734,0.0625152587890625,0.0468289852142334,0.046863555908203125,0.04683065414428711
52,0.10643935203552246,0.06248617172241211,0.07807517051696777,0.04686546325683594,0.04686450958251953,0.046863555908203125
53,0.09376382827758789,0.07810664176940918,0.06858968734741211,0.031241893768310547,0.03127455711364746,0.04686594009399414
54,0.09369277954101562,0.07814383506774902,0.06323051452636719,0.04689669609069824,0.04683089256286621,0.04690122604370117
55,0.0624845027923584,0.07115030288696289,0.062450408935546875,0.04683113098144531,0.05114912986755371,0.05468869209289551
56,0.06251859664916992,0.06051373481750488,0.06251859664916992,0.037667036056518555,0.0421748161315918,0.044342994689941406
57,0.07810688018798828,0.06252312660217285,0.0781097412109375,0.04951620101928711,0.037975311279296875,0.0480806827545166
58,0.06245255470275879,0.07810783386230469,0.0624842643737793,0.031311750411987305,0.031211376190185547,0.046906471252441406
59,0.08118343353271484,0.07810115814208984,0.07810354232788086,0.04683232307434082,0.046863555908203125,0.03123927116394043
60,0.08415722846984863,0.06248950958251953,0.062486886978149414,0.046863555908203125,0.04689502716064453,0.04683279991149902
61,0.09388279914855957,0.07810688018798828,0.06245064735412598,0.046895742416381836,0.04686284065246582,0.04686331748962402
62,0.09376740455627441,0.09388303756713867,0.0624852180480957,0.03120875358581543,0.031245708465576172,0.04686427116394043
63,0.06616520881652832,0.07810449600219727,0.06897234916687012,0.05853271484375,0.04686141014099121,0.031240224838256836
64,0.0810391902923584,0.08442282676696777,0.06525349617004395,0.042288780212402344,0.04686379432678223,0.04686617851257324
65,0.06248593330383301,0.0807492733001709,0.07848048210144043,0.043215036392211914,0.03124260902404785,0.04686403274536133
66,0.07810616493225098,0.0781095027923584,0.062451839447021484,0.034645795822143555,0.04686403274536133,0.04686284065246582
67,0.07810640335083008,0.0781106948852539,0.0624845027923584,0.04686403274536133,0.046864986419677734,0.046895503997802734
68,0.09376192092895508,0.07811164855957031,0.08115887641906738,0.03124237060546875,0.046831607818603516,0.03124380111694336
69,0.07807111740112305,0.06927156448364258,0.0658714771270752,0.04686236381530762,0.031275272369384766,0.04686546325683594
70,0.07814264297485352,0.06252312660217285,0.062483787536621094,0.04686403274536133,0.06218409538269043,0.05275559425354004
71,0.0624842643737793,0.07810258865356445,0.062484025955200195,0.04691171646118164,0.03795599937438965,0.03200936317443848
72,0.06893181800842285,0.0781099796295166,0.0781092643737793,0.031232357025146484,0.04964566230773926,0.04950141906738281
73,0.09635162353515625,0.06249189376831055,0.06245136260986328,0.04686117172241211,0.03162503242492676,0.031242847442626953
74,0.09376168251037598,0.06247735023498535,0.062484025955200195,0.031244277954101562,0.04690098762512207,0.04686450958251953
75,0.07807207107543945,0.07810378074645996,0.07810688018798828,0.04686141014099121,0.046866655349731445,0.04689836502075195
76,0.1059107780456543,0.0781087875366211,0.06248593330383301,0.04686737060546875,0.031243562698364258,0.031206846237182617
77,0.05723214149475098,0.06986069679260254,0.07683539390563965,0.031241178512573242,0.0468294620513916,0.04686331748962402
78,0.09414315223693848,0.07082176208496094,0.06482863426208496,0.046830177307128906,0.05516529083251953,0.04984164237976074
79,0.06248021125793457,0.05591440200805664,0.07002973556518555,0.052580833435058594,0.04230499267578125,0.04329848289489746
80,0.09369683265686035,0.07810616493225098,0.06248331069946289,0.032001495361328125,0.03385448455810547,0.038623809814453125
81,0.09372711181640625,0.06245279312133789,0.0624537467956543,0.04952359199523926,0.04686713218688965,0.03124547004699707
82,0.06251907348632812,0.08112931251525879,0.08067083358764648,0.03127622604370117,0.031242847442626953,0.04689764976501465
83,0.09372878074645996,0.06957149505615234,0.06650757789611816,0.04686450958251953,0.046863555908203125,0.04683041572570801
84,0.06850433349609375,0.059205055236816406,0.06324481964111328,0.04683089256286621,0.046863555908203125,0.03124213218688965
85,0.08083629608154297,0.06251859664916992,0.0624845027923584,0.04686331748962402,0.04686284065246582,0.04686236381530762
86,0.09369635581970215,0.07811260223388672,0.062485456466674805,0.04686427116394043,0.04686403274536133,0.04686403274536133
87,0.0781397819519043,0.06244611740112305,0.0624845027923584,0.04822731018066406,0.04726696014404297,0.046864986419677734
88,0.06720805168151855,0.07834935188293457,0.07810568809509277,0.04402446746826172,0.031243324279785156,0.03127694129943848
89,0.08016228675842285,0.06245136260986328,0.06248593330383301,0.038942813873291016,0.04686403274536133,0.04686403274536133
90,0.09372854232788086,0.062485456466674805,0.07850503921508789,0.03128361701965332,0.04686403274536133,0.03124380111694336
91,0.07810592651367188,0.07810735702514648,0.062491655349731445,0.0468297004699707,0.04686307907104492,0.046828508377075195
92,0.06244921684265137,0.06874775886535645,0.07578015327453613,0.04686427116394043,0.04689955711364746,0.04686427116394043
93,0.0937645435333252,0.06516766548156738,0.057909250259399414,0.03124260902404785,0.04814505577087402,0.04686403274536133
94,0.09396743774414062,0.0624847412109375,0.0781106948852539,0.04686331748962402,0.035987138748168945,0.041002750396728516
95,0.09369468688964844,0.0781402587890625,0.0624842643737793,0.04686331748962402,0.05002784729003906,0.02805495262145996
96,0.10821843147277832,0.062485694885253906,0.06248331069946289,0.03124380111694336,0.046864986419677734,0.04951119422912598
