,QE,Prune,Ordering,Runtime
869,2_2,unpruned,min_degree,0.078303337
870,2_2,unpruned,min_degree,0.078106165
871,2_2,unpruned,min_degree,0.078108072
872,2_2,unpruned,min_degree,0.078104496
873,2_2,unpruned,min_degree,0.078107595
874,2_2,unpruned,min_degree,0.079287767
875,2_2,unpruned,min_degree,0.071602106
876,2_2,unpruned,min_degree,0.078251123
877,2_2,unpruned,min_degree,0.078105927
878,2_2,unpruned,min_degree,0.062486649
879,2_2,unpruned,min_degree,0.09074688
880,2_2,unpruned,min_degree,0.071128368
881,2_2,unpruned,min_degree,0.078106403
882,2_2,unpruned,min_degree,0.062484503
883,2_2,unpruned,min_degree,0.093728542
884,2_2,unpruned,min_degree,0.06251812
885,2_2,unpruned,min_degree,0.078072071
886,2_2,unpruned,min_degree,0.078107834
887,2_2,unpruned,min_degree,0.086783648
888,2_2,unpruned,min_degree,0.075489044
889,2_2,unpruned,min_degree,0.066555738
890,2_2,unpruned,min_degree,0.078105211
891,2_2,unpruned,min_degree,0.078138828
892,2_2,unpruned,min_degree,0.080806732
893,2_2,unpruned,min_degree,0.065668106
894,2_2,unpruned,min_degree,0.078319788
895,2_2,unpruned,min_degree,0.078106165
896,2_2,unpruned,min_degree,0.078106403
897,2_2,unpruned,min_degree,0.062484264
898,2_2,unpruned,min_degree,0.093728781
899,2_2,unpruned,min_degree,0.078104019
900,2_2,pruned,random,0.046867609
901,2_2,pruned,random,0.046687365
902,2_2,pruned,random,0.037614584
903,2_2,pruned,random,0.034934282
904,2_2,pruned,random,0.046864986
905,2_2,pruned,random,0.046865463
906,2_2,pruned,random,0.046897173
907,2_2,pruned,random,0.046830654
908,2_2,pruned,random,0.031273365
909,2_2,pruned,random,0.059816837
910,2_2,pruned,random,0.044878483
911,2_2,pruned,random,0.04164505
912,2_2,pruned,random,0.046861887
913,2_2,pruned,random,0.031243563
914,2_2,pruned,random,0.046863556
915,2_2,pruned,random,0.046862602
916,2_2,pruned,random,0.046831131
917,2_2,pruned,random,0.046904802
918,2_2,pruned,random,0.046860456
919,2_2,pruned,random,0.031240463
920,2_2,pruned,random,0.049179554
921,2_2,pruned,random,0.044828415
922,2_2,pruned,random,0.046863794
923,2_2,pruned,random,0.060985565
924,2_2,pruned,random,0.038967848
925,2_2,pruned,random,0.051162958
926,2_2,pruned,random,0.046334267
927,2_2,pruned,random,0.046863079
928,2_2,pruned,random,0.046865463
929,2_2,pruned,random,0.046861172
930,2_2,pruned,random,0.046862602
931,2_2,pruned,random,0.05055356
932,2_2,pruned,random,0.046481133
933,2_2,pruned,random,0.033376217
934,2_2,pruned,random,0.04686594
935,2_2,pruned,random,0.046863794
936,2_2,pruned,random,0.046860695
937,2_2,pruned,random,0.046868563
938,2_2,pruned,random,0.046857357
939,2_2,pruned,random,0.046863317
940,2_2,pruned,random,0.031249523
941,2_2,pruned,random,0.046857834
942,2_2,pruned,random,0.046867132
943,2_2,pruned,random,0.046860695
944,2_2,pruned,random,0.046862841
945,2_2,pruned,random,0.052768707
946,2_2,pruned,random,0.032013655
947,2_2,pruned,random,0.051208258
948,2_2,pruned,random,0.046325684
949,2_2,pruned,random,0.046864986
950,2_2,pruned,random,0.031474829
951,2_2,pruned,random,0.046871901
952,2_2,pruned,random,0.046895504
953,2_2,pruned,random,0.054249287
954,2_2,pruned,random,0.043200731
955,2_2,pruned,random,0.0330019
956,2_2,pruned,random,0.046833277
957,2_2,pruned,random,0.031275034
958,2_2,pruned,random,0.046862841
959,2_2,pruned,random,0.046831131
960,2_2,pruned,random,0.046864748
961,2_2,pruned,random,0.046863556
962,2_2,pruned,random,0.046862602
963,2_2,pruned,random,0.031276464
964,2_2,pruned,random,0.046862364
965,2_2,pruned,random,0.046864271
966,2_2,pruned,random,0.046831846
967,2_2,pruned,random,0.046865225
968,2_2,pruned,random,0.04792881
969,2_2,pruned,random,0.03661871
970,2_2,pruned,random,0.035075665
971,2_2,pruned,random,0.04686594
972,2_2,pruned,random,0.049356222
973,2_2,pruned,random,0.044755936
974,2_2,pruned,random,0.046865225
975,2_2,pruned,random,0.031242371
976,2_2,pruned,random,0.05533123
977,2_2,pruned,random,0.042885065
978,2_2,pruned,random,0.032045603
979,2_2,pruned,random,0.046864033
980,2_2,pruned,random,0.046864271
981,2_2,pruned,random,0.032487392
982,2_2,pruned,random,0.045756817
983,2_2,pruned,random,0.046861887
984,2_2,pruned,random,0.046865463
985,2_2,pruned,random,0.046862602
986,2_2,pruned,random,0.04689765
987,2_2,pruned,random,0.031245232
988,2_2,pruned,random,0.04685998
989,2_2,pruned,random,0.046831846
990,2_2,pruned,random,0.046865225
991,2_2,pruned,random,0.051793814
992,2_2,pruned,random,0.032668829
993,2_2,pruned,random,0.050584316
994,2_2,pruned,random,0.031238556
995,2_2,pruned,random,0.04686451
996,2_2,pruned,random,0.046831369
997,2_2,pruned,random,0.046898127
998,2_2,pruned,random,0.031239986
999,2_2,pruned,random,0.057854891
1000,2_2,pruned,min_fill,0.046567202
1001,2_2,pruned,min_fill,0.04069519
1002,2_2,pruned,min_fill,0.0468297
1003,2_2,pruned,min_fill,0.031242609
1004,2_2,pruned,min_fill,0.046864271
1005,2_2,pruned,min_fill,0.046863556
1006,2_2,pruned,min_fill,0.046863794
1007,2_2,pruned,min_fill,0.031242609
1008,2_2,pruned,min_fill,0.046863556
1009,2_2,pruned,min_fill,0.046863079
1010,2_2,pruned,min_fill,0.046865225
1011,2_2,pruned,min_fill,0.031242132
1012,2_2,pruned,min_fill,0.063753128
1013,2_2,pruned,min_fill,0.030159235
1014,2_2,pruned,min_fill,0.053309679
1015,2_2,pruned,min_fill,0.031138182
1016,2_2,pruned,min_fill,0.050397396
1017,2_2,pruned,min_fill,0.046869755
1018,2_2,pruned,min_fill,0.031243801
1019,2_2,pruned,min_fill,0.046862602
1020,2_2,pruned,min_fill,0.046863556
1021,2_2,pruned,min_fill,0.046862841
1022,2_2,pruned,min_fill,0.056674242
1023,2_2,pruned,min_fill,0.043218851
1024,2_2,pruned,min_fill,0.046905041
1025,2_2,pruned,min_fill,0.046863556
1026,2_2,pruned,min_fill,0.031244278
1027,2_2,pruned,min_fill,0.046862364
1028,2_2,pruned,min_fill,0.046865463
1029,2_2,pruned,min_fill,0.04686904
1030,2_2,pruned,min_fill,0.046858072
1031,2_2,pruned,min_fill,0.046863317
1032,2_2,pruned,min_fill,0.046864271
1033,2_2,pruned,min_fill,0.031243563
1034,2_2,pruned,min_fill,0.046863794
1035,2_2,pruned,min_fill,0.062452793
1036,2_2,pruned,min_fill,0.05295372
1037,2_2,pruned,min_fill,0.051239491
1038,2_2,pruned,min_fill,0.046307564
1039,2_2,pruned,min_fill,0.046863079
1040,2_2,pruned,min_fill,0.046871662
1041,2_2,pruned,min_fill,0.031236649
1042,2_2,pruned,min_fill,0.062786102
1043,2_2,pruned,min_fill,0.049219847
1044,2_2,pruned,min_fill,0.046192646
1045,2_2,pruned,min_fill,0.034995556
1046,2_2,pruned,min_fill,0.046870232
1047,2_2,pruned,min_fill,0.046866417
1048,2_2,pruned,min_fill,0.04685545
1049,2_2,pruned,min_fill,0.046861172
1050,2_2,pruned,min_fill,0.046833992
1051,2_2,pruned,min_fill,0.046896935
1052,2_2,pruned,min_fill,0.046862841
1053,2_2,pruned,min_fill,0.031241894
1054,2_2,pruned,min_fill,0.046862841
1055,2_2,pruned,min_fill,0.049951553
1056,2_2,pruned,min_fill,0.044324398
1057,2_2,pruned,min_fill,0.052677631
1058,2_2,pruned,min_fill,0.031349182
1059,2_2,pruned,min_fill,0.057121038
1060,2_2,pruned,min_fill,0.04029417
1061,2_2,pruned,min_fill,0.031241655
1062,2_2,pruned,min_fill,0.047201872
1063,2_2,pruned,min_fill,0.046904802
1064,2_2,pruned,min_fill,0.046870947
1065,2_2,pruned,min_fill,0.054104805
1066,2_2,pruned,min_fill,0.044981003
1067,2_2,pruned,min_fill,0.031248093
1068,2_2,pruned,min_fill,0.046866894
1069,2_2,pruned,min_fill,0.046862841
1070,2_2,pruned,min_fill,0.046863556
1071,2_2,pruned,min_fill,0.031242371
1072,2_2,pruned,min_fill,0.046863794
1073,2_2,pruned,min_fill,0.047261715
1074,2_2,pruned,min_fill,0.046826124
1075,2_2,pruned,min_fill,0.046862125
1076,2_2,pruned,min_fill,0.046865463
1077,2_2,pruned,min_fill,0.031242609
1078,2_2,pruned,min_fill,0.046863556
1079,2_2,pruned,min_fill,0.04686451
1080,2_2,pruned,min_fill,0.053239346
1081,2_2,pruned,min_fill,0.031046867
1082,2_2,pruned,min_fill,0.050474405
1083,2_2,pruned,min_fill,0.046912193
1084,2_2,pruned,min_fill,0.031281471
1085,2_2,pruned,min_fill,0.047289133
1086,2_2,pruned,min_fill,0.046907187
1087,2_2,pruned,min_fill,0.046860456
1088,2_2,pruned,min_fill,0.043361664
1089,2_2,pruned,min_fill,0.043355942
1090,2_2,pruned,min_fill,0.042906761
1091,2_2,pruned,min_fill,0.031249046
1092,2_2,pruned,min_fill,0.046863556
1093,2_2,pruned,min_fill,0.046863556
1094,2_2,pruned,min_fill,0.046863794
1095,2_2,pruned,min_fill,0.046862602
1096,2_2,pruned,min_fill,0.031242609
1097,2_2,pruned,min_fill,0.04686594
1098,2_2,pruned,min_fill,0.046899557
1099,2_2,pruned,min_fill,0.046863079
1100,2_2,pruned,min_degree,0.046828747
1101,2_2,pruned,min_degree,0.031241655
1102,2_2,pruned,min_degree,0.046899796
1103,2_2,pruned,min_degree,0.054188251
1104,2_2,pruned,min_degree,0.031158924
1105,2_2,pruned,min_degree,0.051015377
1106,2_2,pruned,min_degree,0.046322346
1107,2_2,pruned,min_degree,0.031246424
1108,2_2,pruned,min_degree,0.046863317
1109,2_2,pruned,min_degree,0.046828508
1110,2_2,pruned,min_degree,0.046865225
1111,2_2,pruned,min_degree,0.043847561
1112,2_2,pruned,min_degree,0.045878172
1113,2_2,pruned,min_degree,0.041049242
1114,2_2,pruned,min_degree,0.03120923
1115,2_2,pruned,min_degree,0.046863556
1116,2_2,pruned,min_degree,0.04689908
1117,2_2,pruned,min_degree,0.046863794
1118,2_2,pruned,min_degree,0.031239748
1119,2_2,pruned,min_degree,0.046866179
1120,2_2,pruned,min_degree,0.046863556
1121,2_2,pruned,min_degree,0.031241179
1122,2_2,pruned,min_degree,0.046867132
1123,2_2,pruned,min_degree,0.046860218
1124,2_2,pruned,min_degree,0.04686451
1125,2_2,pruned,min_degree,0.031245947
1126,2_2,pruned,min_degree,0.057172775
1127,2_2,pruned,min_degree,0.027322054
1128,2_2,pruned,min_degree,0.056196451
1129,2_2,pruned,min_degree,0.04127574
1130,2_2,pruned,min_degree,0.046863556
1131,2_2,pruned,min_degree,0.031241179
1132,2_2,pruned,min_degree,0.046864748
1133,2_2,pruned,min_degree,0.046898842
1134,2_2,pruned,min_degree,0.05658102
1135,2_2,pruned,min_degree,0.044811249
1136,2_2,pruned,min_degree,0.045012474
1137,2_2,pruned,min_degree,0.031244516
1138,2_2,pruned,min_degree,0.046864033
1139,2_2,pruned,min_degree,0.046866894
1140,2_2,pruned,min_degree,0.046867609
1141,2_2,pruned,min_degree,0.046856165
1142,2_2,pruned,min_degree,0.046869278
1143,2_2,pruned,min_degree,0.031239271
1144,2_2,pruned,min_degree,0.046861887
1145,2_2,pruned,min_degree,0.046864748
1146,2_2,pruned,min_degree,0.046864271
1147,2_2,pruned,min_degree,0.046866417
1148,2_2,pruned,min_degree,0.072727203
1149,2_2,pruned,min_degree,0.043057203
1150,2_2,pruned,min_degree,0.051098108
1151,2_2,pruned,min_degree,0.046864986
1152,2_2,pruned,min_degree,0.031242371
1153,2_2,pruned,min_degree,0.062521219
1154,2_2,pruned,min_degree,0.04686594
1155,2_2,pruned,min_degree,0.046826124
1156,2_2,pruned,min_degree,0.047358513
1157,2_2,pruned,min_degree,0.046778679
1158,2_2,pruned,min_degree,0.03550458
1159,2_2,pruned,min_degree,0.046862364
1160,2_2,pruned,min_degree,0.04686594
1161,2_2,pruned,min_degree,0.046860933
1162,2_2,pruned,min_degree,0.046866179
1163,2_2,pruned,min_degree,0.046862602
1164,2_2,pruned,min_degree,0.031244755
1165,2_2,pruned,min_degree,0.047098637
1166,2_2,pruned,min_degree,0.046902657
1167,2_2,pruned,min_degree,0.046863317
1168,2_2,pruned,min_degree,0.046864271
1169,2_2,pruned,min_degree,0.031242371
1170,2_2,pruned,min_degree,0.060163975
1171,2_2,pruned,min_degree,0.039686918
1172,2_2,pruned,min_degree,0.050147772
1173,2_2,pruned,min_degree,0.032315969
1174,2_2,pruned,min_degree,0.046862841
1175,2_2,pruned,min_degree,0.046864748
1176,2_2,pruned,min_degree,0.031243324
1177,2_2,pruned,min_degree,0.046830416
1178,2_2,pruned,min_degree,0.056544542
1179,2_2,pruned,min_degree,0.042891741
1180,2_2,pruned,min_degree,0.031281948
1181,2_2,pruned,min_degree,0.046904087
1182,2_2,pruned,min_degree,0.046826839
1183,2_2,pruned,min_degree,0.046898127
1184,2_2,pruned,min_degree,0.031207085
1185,2_2,pruned,min_degree,0.046896458
1186,2_2,pruned,min_degree,0.046864986
1187,2_2,pruned,min_degree,0.046867847
1188,2_2,pruned,min_degree,0.046859264
1189,2_2,pruned,min_degree,0.031244755
1190,2_2,pruned,min_degree,0.046829939
1191,2_2,pruned,min_degree,0.046896219
1192,2_2,pruned,min_degree,0.031242609
1193,2_2,pruned,min_degree,0.060203791
1194,2_2,pruned,min_degree,0.039764166
1195,2_2,pruned,min_degree,0.04975605
1196,2_2,pruned,min_degree,0.032485247
1197,2_2,pruned,min_degree,0.04687047
1198,2_2,pruned,min_degree,0.046863556
1199,2_2,pruned,min_degree,0.046863556
1200,3_1,unpruned,random,0.125006437
1201,3_1,unpruned,random,0.156246424
1202,3_1,unpruned,random,0.124939919
1203,3_1,unpruned,random,0.084519625
1204,3_1,unpruned,random,0.096417665
1205,3_1,unpruned,random,0.09372735
1206,3_1,unpruned,random,0.147372484
1207,3_1,unpruned,random,0.109342098
1208,3_1,unpruned,random,0.10934639
1209,3_1,unpruned,random,0.12497592
1210,3_1,unpruned,random,0.078422785
1211,3_1,unpruned,random,0.093725443
1212,3_1,unpruned,random,0.093732595
1213,3_1,unpruned,random,0.118092299
1214,3_1,unpruned,random,0.0981915
1215,3_1,unpruned,random,0.078105927
1216,3_1,unpruned,random,0.130045414
1217,3_1,unpruned,random,0.106093884
1218,3_1,unpruned,random,0.109348536
1219,3_1,unpruned,random,0.099592209
1220,3_1,unpruned,random,0.072537184
1221,3_1,unpruned,random,0.078072548
1222,3_1,unpruned,random,0.078140736
1223,3_1,unpruned,random,0.069224834
1224,3_1,unpruned,random,0.065192223
1225,3_1,unpruned,random,0.109347343
1226,3_1,unpruned,random,0.093762159
1227,3_1,unpruned,random,0.076230049
1228,3_1,unpruned,random,0.071159363
1229,3_1,unpruned,random,0.062518835
1230,3_1,unpruned,random,0.078112602
1231,3_1,unpruned,random,0.078101873
1232,3_1,unpruned,random,0.093727112
1233,3_1,unpruned,random,0.109472036
1234,3_1,unpruned,random,0.062484741
1235,3_1,unpruned,random,0.115679979
1236,3_1,unpruned,random,0.065152168
1237,3_1,unpruned,random,0.078104973
1238,3_1,unpruned,random,0.078110695
1239,3_1,unpruned,random,0.094730854
1240,3_1,unpruned,random,0.083975077
1241,3_1,unpruned,random,0.094050884
1242,3_1,unpruned,random,0.093724489
1243,3_1,unpruned,random,0.093728781
1244,3_1,unpruned,random,0.093961716
1245,3_1,unpruned,random,0.078111649
1246,3_1,unpruned,random,0.098493099
1247,3_1,unpruned,random,0.081314802
1248,3_1,unpruned,random,0.062559843
1249,3_1,unpruned,random,0.078072548
1250,3_1,unpruned,random,0.093729258
1251,3_1,unpruned,random,0.072730303
1252,3_1,unpruned,random,0.106439352
1253,3_1,unpruned,random,0.093763828
1254,3_1,unpruned,random,0.09369278
1255,3_1,unpruned,random,0.062484503
1256,3_1,unpruned,random,0.062518597
1257,3_1,unpruned,random,0.07810688
1258,3_1,unpruned,random,0.062452555
1259,3_1,unpruned,random,0.081183434
1260,3_1,unpruned,random,0.084157228
1261,3_1,unpruned,random,0.093882799
1262,3_1,unpruned,random,0.093767405
1263,3_1,unpruned,random,0.066165209
1264,3_1,unpruned,random,0.08103919
1265,3_1,unpruned,random,0.062485933
1266,3_1,unpruned,random,0.078106165
1267,3_1,unpruned,random,0.078106403
1268,3_1,unpruned,random,0.093761921
1269,3_1,unpruned,random,0.078071117
1270,3_1,unpruned,random,0.078142643
1271,3_1,unpruned,random,0.062484264
1272,3_1,unpruned,random,0.068931818
1273,3_1,unpruned,random,0.096351624
1274,3_1,unpruned,random,0.093761683
1275,3_1,unpruned,random,0.078072071
1276,3_1,unpruned,random,0.105910778
1277,3_1,unpruned,random,0.057232141
1278,3_1,unpruned,random,0.094143152
1279,3_1,unpruned,random,0.062480211
1280,3_1,unpruned,random,0.093696833
1281,3_1,unpruned,random,0.093727112
1282,3_1,unpruned,random,0.062519073
1283,3_1,unpruned,random,0.093728781
1284,3_1,unpruned,random,0.068504333
1285,3_1,unpruned,random,0.080836296
1286,3_1,unpruned,random,0.093696356
1287,3_1,unpruned,random,0.078139782
1288,3_1,unpruned,random,0.067208052
1289,3_1,unpruned,random,0.080162287
1290,3_1,unpruned,random,0.093728542
1291,3_1,unpruned,random,0.078105927
1292,3_1,unpruned,random,0.062449217
1293,3_1,unpruned,random,0.093764544
1294,3_1,unpruned,random,0.093967438
1295,3_1,unpruned,random,0.093694687
1296,3_1,unpruned,random,0.108218431
1297,3_1,unpruned,random,0.088149309
1298,3_1,unpruned,random,0.093729258
1299,3_1,unpruned,random,0.079750299
1300,3_1,unpruned,min_fill,0.072610378
1301,3_1,unpruned,min_fill,0.073198795
1302,3_1,unpruned,min_fill,0.062483788
1303,3_1,unpruned,min_fill,0.078073263
1304,3_1,unpruned,min_fill,0.062484741
1305,3_1,unpruned,min_fill,0.078140497
1306,3_1,unpruned,min_fill,0.062485456
1307,3_1,unpruned,min_fill,0.078260183
1308,3_1,unpruned,min_fill,0.078112125
1309,3_1,unpruned,min_fill,0.091638565
1310,3_1,unpruned,min_fill,0.057911396
1311,3_1,unpruned,min_fill,0.078103065
1312,3_1,unpruned,min_fill,0.078607082
1313,3_1,unpruned,min_fill,0.081415415
1314,3_1,unpruned,min_fill,0.065488338
1315,3_1,unpruned,min_fill,0.093762159
1316,3_1,unpruned,min_fill,0.078076839
1317,3_1,unpruned,min_fill,0.07810545
1318,3_1,unpruned,min_fill,0.078138113
1319,3_1,unpruned,min_fill,0.078074217
1320,3_1,unpruned,min_fill,0.078105927
1321,3_1,unpruned,min_fill,0.062520504
1322,3_1,unpruned,min_fill,0.06888032
1323,3_1,unpruned,min_fill,0.096434832
1324,3_1,unpruned,min_fill,0.078142405
1325,3_1,unpruned,min_fill,0.078072309
1326,3_1,unpruned,min_fill,0.076160908
1327,3_1,unpruned,min_fill,0.055609226
1328,3_1,unpruned,min_fill,0.078109026
1329,3_1,unpruned,min_fill,0.078140259
1330,3_1,unpruned,min_fill,0.062712193
1331,3_1,unpruned,min_fill,0.078142166
1332,3_1,unpruned,min_fill,0.062480927
1333,3_1,unpruned,min_fill,0.078109503
1334,3_1,unpruned,min_fill,0.062448263
1335,3_1,unpruned,min_fill,0.079654694
1336,3_1,unpruned,min_fill,0.069827557
1337,3_1,unpruned,min_fill,0.062487602
1338,3_1,unpruned,min_fill,0.062484503
1339,3_1,unpruned,min_fill,0.078106642
1340,3_1,unpruned,min_fill,0.069556713
1341,3_1,unpruned,min_fill,0.06645751
1342,3_1,unpruned,min_fill,0.058255911
1343,3_1,unpruned,min_fill,0.06251955
1344,3_1,unpruned,min_fill,0.078106642
1345,3_1,unpruned,min_fill,0.062935591
1346,3_1,unpruned,min_fill,0.06252265
1347,3_1,unpruned,min_fill,0.062486887
1348,3_1,unpruned,min_fill,0.07810998
1349,3_1,unpruned,min_fill,0.06244874
1350,3_1,unpruned,min_fill,0.072681665
1351,3_1,unpruned,min_fill,0.061025143
1352,3_1,unpruned,min_fill,0.062486172
1353,3_1,unpruned,min_fill,0.078106642
1354,3_1,unpruned,min_fill,0.078143835
1355,3_1,unpruned,min_fill,0.071150303
1356,3_1,unpruned,min_fill,0.060513735
1357,3_1,unpruned,min_fill,0.062523127
1358,3_1,unpruned,min_fill,0.078107834
1359,3_1,unpruned,min_fill,0.078101158
1360,3_1,unpruned,min_fill,0.06248951
1361,3_1,unpruned,min_fill,0.07810688
1362,3_1,unpruned,min_fill,0.093883038
1363,3_1,unpruned,min_fill,0.078104496
1364,3_1,unpruned,min_fill,0.084422827
1365,3_1,unpruned,min_fill,0.080749273
1366,3_1,unpruned,min_fill,0.078109503
1367,3_1,unpruned,min_fill,0.078110695
1368,3_1,unpruned,min_fill,0.078111649
1369,3_1,unpruned,min_fill,0.069271564
1370,3_1,unpruned,min_fill,0.062523127
1371,3_1,unpruned,min_fill,0.078102589
1372,3_1,unpruned,min_fill,0.07810998
1373,3_1,unpruned,min_fill,0.062491894
1374,3_1,unpruned,min_fill,0.06247735
1375,3_1,unpruned,min_fill,0.078103781
1376,3_1,unpruned,min_fill,0.078108788
1377,3_1,unpruned,min_fill,0.069860697
1378,3_1,unpruned,min_fill,0.070821762
1379,3_1,unpruned,min_fill,0.055914402
1380,3_1,unpruned,min_fill,0.078106165
1381,3_1,unpruned,min_fill,0.062452793
1382,3_1,unpruned,min_fill,0.081129313
1383,3_1,unpruned,min_fill,0.069571495
1384,3_1,unpruned,min_fill,0.059205055
1385,3_1,unpruned,min_fill,0.062518597
1386,3_1,unpruned,min_fill,0.078112602
1387,3_1,unpruned,min_fill,0.062446117
1388,3_1,unpruned,min_fill,0.078349352
1389,3_1,unpruned,min_fill,0.062451363
1390,3_1,unpruned,min_fill,0.062485456
1391,3_1,unpruned,min_fill,0.078107357
1392,3_1,unpruned,min_fill,0.068747759
1393,3_1,unpruned,min_fill,0.065167665
1394,3_1,unpruned,min_fill,0.062484741
1395,3_1,unpruned,min_fill,0.078140259
1396,3_1,unpruned,min_fill,0.062485695
1397,3_1,unpruned,min_fill,0.073233604
1398,3_1,unpruned,min_fill,0.058535576
1399,3_1,unpruned,min_fill,0.082365751
1400,3_1,unpruned,min_degree,0.072802782
1401,3_1,unpruned,min_degree,0.069813013
1402,3_1,unpruned,min_degree,0.070811987
1403,3_1,unpruned,min_degree,0.069812775
1404,3_1,unpruned,min_degree,0.071810961
1405,3_1,unpruned,min_degree,0.071803808
1406,3_1,unpruned,min_degree,0.070811272
1407,3_1,unpruned,min_degree,0.073805332
1408,3_1,unpruned,min_degree,0.073835373
1409,3_1,unpruned,min_degree,0.073768854
1410,3_1,unpruned,min_degree,0.073837042
1411,3_1,unpruned,min_degree,0.072804213
1412,3_1,unpruned,min_degree,0.075760841
1413,3_1,unpruned,min_degree,0.068818569
1414,3_1,unpruned,min_degree,0.071805477
1415,3_1,unpruned,min_degree,0.071810722
1416,3_1,unpruned,min_degree,0.071840525
1417,3_1,unpruned,min_degree,0.074766874
1418,3_1,unpruned,min_degree,0.069811583
1419,3_1,unpruned,min_degree,0.068816662
1420,3_1,unpruned,min_degree,0.073802948
1421,3_1,unpruned,min_degree,0.070255041
1422,3_1,unpruned,min_degree,0.062491894
1423,3_1,unpruned,min_degree,0.078140497
1424,3_1,unpruned,min_degree,0.062483072
1425,3_1,unpruned,min_degree,0.085959435
1426,3_1,unpruned,min_degree,0.069548607
1427,3_1,unpruned,min_degree,0.055888414
1428,3_1,unpruned,min_degree,0.078109264
1429,3_1,unpruned,min_degree,0.078107834
1430,3_1,unpruned,min_degree,0.062482595
1431,3_1,unpruned,min_degree,0.078106642
1432,3_1,unpruned,min_degree,0.078073502
1433,3_1,unpruned,min_degree,0.078140259
1434,3_1,unpruned,min_degree,0.067161798
1435,3_1,unpruned,min_degree,0.065670013
1436,3_1,unpruned,min_degree,0.078145742
1437,3_1,unpruned,min_degree,0.078107595
1438,3_1,unpruned,min_degree,0.062491655
1439,3_1,unpruned,min_degree,0.083295822
1440,3_1,unpruned,min_degree,0.070268869
1441,3_1,unpruned,min_degree,0.057548523
1442,3_1,unpruned,min_degree,0.078103542
1443,3_1,unpruned,min_degree,0.062487364
1444,3_1,unpruned,min_degree,0.078106403
1445,3_1,unpruned,min_degree,0.062770844
1446,3_1,unpruned,min_degree,0.078107357
1447,3_1,unpruned,min_degree,0.078106642
1448,3_1,unpruned,min_degree,0.066892862
1449,3_1,unpruned,min_degree,0.06516552
1450,3_1,unpruned,min_degree,0.078114271
1451,3_1,unpruned,min_degree,0.062515259
1452,3_1,unpruned,min_degree,0.078075171
1453,3_1,unpruned,min_degree,0.068589687
1454,3_1,unpruned,min_degree,0.063230515
1455,3_1,unpruned,min_degree,0.062450409
1456,3_1,unpruned,min_degree,0.062518597
1457,3_1,unpruned,min_degree,0.078109741
1458,3_1,unpruned,min_degree,0.062484264
1459,3_1,unpruned,min_degree,0.078103542
1460,3_1,unpruned,min_degree,0.062486887
1461,3_1,unpruned,min_degree,0.062450647
1462,3_1,unpruned,min_degree,0.062485218
1463,3_1,unpruned,min_degree,0.068972349
1464,3_1,unpruned,min_degree,0.065253496
1465,3_1,unpruned,min_degree,0.078480482
1466,3_1,unpruned,min_degree,0.062451839
1467,3_1,unpruned,min_degree,0.062484503
1468,3_1,unpruned,min_degree,0.081158876
1469,3_1,unpruned,min_degree,0.065871477
1470,3_1,unpruned,min_degree,0.062483788
1471,3_1,unpruned,min_degree,0.062484026
1472,3_1,unpruned,min_degree,0.078109264
1473,3_1,unpruned,min_degree,0.062451363
1474,3_1,unpruned,min_degree,0.062484026
1475,3_1,unpruned,min_degree,0.07810688
1476,3_1,unpruned,min_degree,0.062485933
1477,3_1,unpruned,min_degree,0.076835394
1478,3_1,unpruned,min_degree,0.064828634
1479,3_1,unpruned,min_degree,0.070029736
1480,3_1,unpruned,min_degree,0.062483311
1481,3_1,unpruned,min_degree,0.062453747
1482,3_1,unpruned,min_degree,0.080670834
1483,3_1,unpruned,min_degree,0.066507578
1484,3_1,unpruned,min_degree,0.06324482
1485,3_1,unpruned,min_degree,0.062484503
1486,3_1,unpruned,min_degree,0.062485456
1487,3_1,unpruned,min_degree,0.062484503
1488,3_1,unpruned,min_degree,0.078105688
1489,3_1,unpruned,min_degree,0.062485933
1490,3_1,unpruned,min_degree,0.078505039
1491,3_1,unpruned,min_degree,0.062491655
1492,3_1,unpruned,min_degree,0.075780153
1493,3_1,unpruned,min_degree,0.05790925
1494,3_1,unpruned,min_degree,0.078110695
1495,3_1,unpruned,min_degree,0.062484264
1496,3_1,unpruned,min_degree,0.062483311
1497,3_1,unpruned,min_degree,0.086941242
1498,3_1,unpruned,min_degree,0.060484648
1499,3_1,unpruned,min_degree,0.078145266
1500,3_1,pruned,random,0.046864271
1501,3_1,pruned,random,0.046859741
1502,3_1,pruned,random,0.031242371
1503,3_1,pruned,random,0.046858549
1504,3_1,pruned,random,0.046871662
1505,3_1,pruned,random,0.046864986
1506,3_1,pruned,random,0.03123951
1507,3_1,pruned,random,0.046873331
1508,3_1,pruned,random,0.062641621
1509,3_1,pruned,random,0.046906948
1510,3_1,pruned,random,0.052340031
1511,3_1,pruned,random,0.032010078
1512,3_1,pruned,random,0.049457073
1513,3_1,pruned,random,0.062836647
1514,3_1,pruned,random,0.046866894
1515,3_1,pruned,random,0.046862602
1516,3_1,pruned,random,0.04686451
1517,3_1,pruned,random,0.048551321
1518,3_1,pruned,random,0.044480801
1519,3_1,pruned,random,0.038470268
1520,3_1,pruned,random,0.046903133
1521,3_1,pruned,random,0.046860695
1522,3_1,pruned,random,0.046865463
1523,3_1,pruned,random,0.046860933
1524,3_1,pruned,random,0.031242609
1525,3_1,pruned,random,0.046866417
