,"unpruned, random","unpruned, min_fill","unpruned, min_degree","pruned, random","pruned, min_fill","pruned, min_degree"
0,0.12543416023254395,0.07810711860656738,0.07810258865356445,0.04686760902404785,0.04656720161437988,0.0468287467956543
1,0.17188048362731934,0.07814407348632812,0.09372830390930176,0.04668736457824707,0.0406951904296875,0.031241655349731445
2,0.10933923721313477,0.07810449600219727,0.0781090259552002,0.03761458396911621,0.0468297004699707,0.04689979553222656
3,0.10935091972351074,0.0821082592010498,0.07810306549072266,0.034934282302856445,0.03124260902404785,0.05418825149536133
4,0.16608405113220215,0.06855273246765137,0.07810640335083008,0.046864986419677734,0.04686427116394043,0.031158924102783203
5,0.15617966651916504,0.07815003395080566,0.06889057159423828,0.04686546325683594,0.046863555908203125,0.051015377044677734
6,0.12657594680786133,0.0781402587890625,0.08184170722961426,0.046897172927856445,0.04686379432678223,0.04632234573364258
7,0.1759028434753418,0.07807350158691406,0.07807397842407227,0.04683065414428711,0.03124260902404785,0.031246423721313477
8,0.17179656028747559,0.08219003677368164,0.07810616493225098,0.03127336502075195,0.046863555908203125,0.04686331748962402
9,0.20307707786560059,0.06416821479797363,0.08182644844055176,0.059816837310791016,0.04686307907104492,0.046828508377075195
10,0.10649800300598145,0.0781407356262207,0.07480025291442871,0.044878482818603516,0.046865224838256836,0.046865224838256836
11,0.10676145553588867,0.07810306549072266,0.06787753105163574,0.041645050048828125,0.03124213218688965,0.04384756088256836
12,0.14058971405029297,0.07807660102844238,0.0804591178894043,0.046861886978149414,0.06375312805175781,0.04587817192077637
13,0.09984278678894043,0.0781412124633789,0.0760347843170166,0.031243562698364258,0.03015923500061035,0.04104924201965332
14,0.12444329261779785,0.07807183265686035,0.07807302474975586,0.046863555908203125,0.05330967903137207,0.031209230422973633
15,0.14058780670166016,0.07810568809509277,0.07810688018798828,0.04686260223388672,0.031138181686401367,0.046863555908203125
16,0.17224454879760742,0.08457756042480469,0.07810735702514648,0.04683113098144531,0.050397396087646484,0.04689908027648926
17,0.15902090072631836,0.06622791290283203,0.07810616493225098,0.046904802322387695,0.046869754791259766,0.04686379432678223
18,0.08533692359924316,0.0781412124633789,0.08435392379760742,0.046860456466674805,0.03124380111694336,0.031239748001098633
